fold,epoch,train_loss,train_eval_loss,train_auroc,train_auprc,train_accuracy,train_sensitivity,train_specificity,train_f1,train_tp,train_tn,train_fp,train_fn
0,1,0.8566140830516815,0.7357712090015411,0.2753623188405797,0.22309722669172055,0.34375,0.3333333333333333,0.34782608695652173,0.2222222222222222,3.0,8.0,15.0,6.0
0,2,0.7538505792617798,0.719602569937706,0.35748792270531393,0.25430518981986133,0.4375,0.4444444444444444,0.43478260869565216,0.30769230769230765,4.0,10.0,13.0,5.0
0,3,0.7661277204751968,0.6995652616024017,0.4492753623188406,0.2930132007909786,0.46875,0.4444444444444444,0.4782608695652174,0.32,4.0,11.0,12.0,5.0
0,4,0.7367220968008041,0.6790066361427307,0.5217391304347826,0.35252716167038417,0.59375,0.4444444444444444,0.6521739130434783,0.380952380952381,4.0,15.0,8.0,5.0
0,5,0.7061621844768524,0.6629398018121719,0.6038647342995169,0.4064163024307952,0.625,0.4444444444444444,0.6956521739130435,0.39999999999999997,4.0,16.0,7.0,5.0
0,6,0.6949709802865982,0.6485935598611832,0.6859903381642513,0.5071054031344784,0.6875,0.4444444444444444,0.782608695652174,0.4444444444444444,4.0,18.0,5.0,5.0
0,7,0.7046983689069748,0.6342218071222305,0.78743961352657,0.6296296296296297,0.71875,0.5555555555555556,0.782608695652174,0.5263157894736842,5.0,18.0,5.0,4.0
0,8,0.6677237749099731,0.6187711954116821,0.8743961352657005,0.7213983547316881,0.71875,0.5555555555555556,0.782608695652174,0.5263157894736842,5.0,18.0,5.0,4.0
0,9,0.6180891394615173,0.6029878109693527,0.8985507246376812,0.7745430495430495,0.8125,0.7777777777777778,0.8260869565217391,0.7000000000000001,7.0,19.0,4.0,2.0
0,10,0.6047883033752441,0.5875692665576935,0.927536231884058,0.8204295704295704,0.875,0.8888888888888888,0.8695652173913043,0.7999999999999999,8.0,20.0,3.0,1.0
0,11,0.6476472318172455,0.5731428116559982,0.9516908212560387,0.8790123456790123,0.875,0.8888888888888888,0.8695652173913043,0.7999999999999999,8.0,20.0,3.0,1.0
0,12,0.6067535430192947,0.5614075064659119,0.9613526570048309,0.9017195767195768,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
0,13,0.5784970372915268,0.5524550080299377,0.9758454106280193,0.9459876543209875,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
0,14,0.5786410421133041,0.5449097454547882,0.9855072463768116,0.967452300785634,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
0,15,0.5946128070354462,0.5353153496980667,0.9903381642512078,0.9797979797979798,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
0,16,0.5227611064910889,0.523297980427742,0.9951690821256038,0.9888888888888889,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
0,17,0.5306589528918266,0.5100109279155731,0.9951690821256038,0.9888888888888889,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
0,18,0.4384843707084656,0.4967796429991722,1.0,1.0,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
0,19,0.5029251277446747,0.48435216397047043,1.0,1.0,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
0,20,0.47616784274578094,0.47048890590667725,1.0,1.0,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
0,21,0.5476086586713791,0.4604039564728737,1.0,1.0,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
1,1,0.808715432882309,0.7675202935934067,0.21256038647342998,0.21054913575074866,0.34375,0.1111111111111111,0.43478260869565216,0.08695652173913043,1.0,10.0,13.0,8.0
1,2,0.7744643688201904,0.7484014183282852,0.2801932367149758,0.23331898278971114,0.375,0.2222222222222222,0.43478260869565216,0.16666666666666669,2.0,10.0,13.0,7.0
1,3,0.7422716617584229,0.7291639149188995,0.3671497584541063,0.2783732583808649,0.40625,0.3333333333333333,0.43478260869565216,0.24000000000000005,3.0,10.0,13.0,6.0
1,4,0.7401490807533264,0.7111144214868546,0.43478260869565216,0.3103096904125825,0.46875,0.3333333333333333,0.5217391304347826,0.2608695652173913,3.0,12.0,11.0,6.0
1,5,0.7292734384536743,0.6960389614105225,0.5072463768115942,0.3484199170256142,0.5625,0.5555555555555556,0.5652173913043478,0.4166666666666667,5.0,13.0,10.0,4.0
1,6,0.7177234441041946,0.6836403906345367,0.5748792270531401,0.38568591365692817,0.5625,0.5555555555555556,0.5652173913043478,0.4166666666666667,5.0,13.0,10.0,4.0
1,7,0.7404169142246246,0.6701336205005646,0.6956521739130435,0.5196343779677113,0.5625,0.5555555555555556,0.5652173913043478,0.4166666666666667,5.0,13.0,10.0,4.0
1,8,0.6363116502761841,0.6545243263244629,0.7342995169082125,0.5424447556800498,0.625,0.5555555555555556,0.6521739130434783,0.4545454545454546,5.0,15.0,8.0,4.0
1,9,0.6662581115961075,0.6420648694038391,0.8115942028985508,0.622334455667789,0.71875,0.7777777777777778,0.6956521739130435,0.6086956521739131,7.0,16.0,7.0,2.0
1,10,0.612650066614151,0.6311534643173218,0.8454106280193238,0.6536734870068204,0.78125,0.8888888888888888,0.7391304347826086,0.6956521739130435,8.0,17.0,6.0,1.0
1,11,0.5911109000444412,0.6213961243629456,0.8599033816425121,0.6745781451663805,0.8125,0.8888888888888888,0.782608695652174,0.7272727272727274,8.0,18.0,5.0,1.0
1,12,0.6000030189752579,0.6118538156151772,0.8792270531400966,0.7019980019980021,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,13,0.6044475138187408,0.6016880124807358,0.8985507246376812,0.7617623117623118,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,14,0.6042084246873856,0.5900405645370483,0.9178743961352658,0.7965947632614299,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,15,0.5561192482709885,0.5808021873235703,0.9323671497584541,0.8419753086419753,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,16,0.6055532991886139,0.5672287866473198,0.9516908212560387,0.8898148148148148,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,17,0.5510499328374863,0.5539404153823853,0.966183574879227,0.9297008547008547,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,18,0.5469458550214767,0.5420065224170685,0.9758454106280193,0.9534662867996202,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,19,0.4846804514527321,0.5310226455330849,0.9806763285024154,0.9598765432098765,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
1,20,0.5571429207921028,0.5174811780452728,0.9855072463768115,0.9722222222222222,0.84375,1.0,0.782608695652174,0.782608695652174,9.0,18.0,5.0,0.0
2,1,0.6577097773551941,0.7484882920980453,0.2916666666666667,0.20597744114368155,0.40625,0.375,0.4166666666666667,0.24,3.0,10.0,14.0,5.0
2,2,0.8399468958377838,0.7305782288312912,0.3854166666666667,0.23815295449423238,0.40625,0.375,0.4166666666666667,0.24,3.0,10.0,14.0,5.0
2,3,0.7103629261255264,0.7144895792007446,0.44791666666666663,0.28013064269870075,0.40625,0.375,0.4166666666666667,0.24,3.0,10.0,14.0,5.0
2,4,0.6904857009649277,0.6970928460359573,0.4895833333333333,0.3679305791360121,0.46875,0.375,0.5,0.26086956521739135,3.0,12.0,12.0,5.0
2,5,0.7555781006813049,0.6794810891151428,0.5729166666666666,0.4143579153260182,0.46875,0.375,0.5,0.26086956521739135,3.0,12.0,12.0,5.0
2,6,0.7115017622709274,0.6604136973619461,0.6145833333333334,0.45341824229691874,0.53125,0.5,0.5416666666666666,0.3478260869565218,4.0,13.0,11.0,4.0
2,7,0.6285715699195862,0.6410516202449799,0.7239583333333334,0.5844785575048734,0.625,0.625,0.625,0.45454545454545453,5.0,15.0,9.0,3.0
2,8,0.6549226194620132,0.6234783828258514,0.7604166666666666,0.6200214867978026,0.71875,0.75,0.7083333333333334,0.5714285714285714,6.0,17.0,7.0,2.0
2,9,0.6552681624889374,0.6068171709775925,0.8177083333333333,0.7010241596638656,0.78125,0.75,0.7916666666666666,0.631578947368421,6.0,19.0,5.0,2.0
2,10,0.6408572047948837,0.5952034443616867,0.859375,0.749220571095571,0.78125,0.75,0.7916666666666666,0.631578947368421,6.0,19.0,5.0,2.0
2,11,0.6490498334169388,0.5837533622980118,0.890625,0.8152243589743591,0.78125,0.75,0.7916666666666666,0.631578947368421,6.0,19.0,5.0,2.0
2,12,0.5891662240028381,0.5708809196949005,0.9375,0.8783549783549784,0.84375,0.75,0.875,0.7058823529411765,6.0,21.0,3.0,2.0
2,13,0.5671463459730148,0.5559003502130508,0.953125,0.9089285714285714,0.84375,0.75,0.875,0.7058823529411765,6.0,21.0,3.0,2.0
2,14,0.6073219776153564,0.539626732468605,0.9635416666666666,0.9241452991452992,0.90625,0.875,0.9166666666666666,0.823529411764706,7.0,22.0,2.0,1.0
2,15,0.6093775182962418,0.5244566574692726,0.9739583333333334,0.9381313131313131,0.90625,0.875,0.9166666666666666,0.823529411764706,7.0,22.0,2.0,1.0
2,16,0.5773019939661026,0.5104370415210724,0.984375,0.959375,0.90625,0.875,0.9166666666666666,0.823529411764706,7.0,22.0,2.0,1.0
2,17,0.5620045140385628,0.49698054045438766,0.984375,0.959375,0.90625,0.875,0.9166666666666666,0.823529411764706,7.0,22.0,2.0,1.0
2,18,0.5430284589529037,0.48343826085329056,0.9947916666666667,0.9861111111111112,0.9375,1.0,0.9166666666666666,0.888888888888889,8.0,22.0,2.0,0.0
2,19,0.5109510496258736,0.4693621098995209,1.0,1.0,0.96875,1.0,0.9583333333333334,0.9411764705882353,8.0,23.0,1.0,0.0
2,20,0.5043184086680412,0.455428771674633,1.0,1.0,0.96875,1.0,0.9583333333333334,0.9411764705882353,8.0,23.0,1.0,0.0
3,1,0.7403954267501831,0.611560046672821,0.6666666666666666,0.45363367569249924,0.75,0.3333333333333333,0.9130434782608695,0.42857142857142855,3.0,21.0,2.0,6.0
3,2,0.5842446684837341,0.5977265536785126,0.7101449275362318,0.49405377372577985,0.78125,0.3333333333333333,0.9565217391304348,0.46153846153846156,3.0,22.0,1.0,6.0
3,3,0.6501000374555588,0.5829260945320129,0.7681159420289855,0.659316201227966,0.8125,0.4444444444444444,0.9565217391304348,0.5714285714285714,4.0,22.0,1.0,5.0
3,4,0.6812061816453934,0.5688787996768951,0.78743961352657,0.6969705222156202,0.8125,0.4444444444444444,0.9565217391304348,0.5714285714285714,4.0,22.0,1.0,5.0
3,5,0.6027052253484726,0.5571227967739105,0.8260869565217391,0.7582010582010582,0.8125,0.5555555555555556,0.9130434782608695,0.6250000000000001,5.0,21.0,2.0,4.0
3,6,0.5884631127119064,0.546956330537796,0.855072463768116,0.7815462315462316,0.84375,0.5555555555555556,0.9565217391304348,0.6666666666666667,5.0,22.0,1.0,4.0
3,7,0.6543422341346741,0.5363532304763794,0.8985507246376812,0.8314814814814815,0.8125,0.5555555555555556,0.9130434782608695,0.6250000000000001,5.0,21.0,2.0,4.0
3,8,0.5660397335886955,0.5241308063268661,0.9323671497584541,0.8843795093795094,0.84375,0.7777777777777778,0.8695652173913043,0.7368421052631577,7.0,20.0,3.0,2.0
3,9,0.5080776065587997,0.5106186419725418,0.9468599033816425,0.9222222222222222,0.875,0.7777777777777778,0.9130434782608695,0.7777777777777778,7.0,21.0,2.0,2.0
3,10,0.5302304476499557,0.4974804073572159,0.9565217391304348,0.9353667392883079,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,11,0.5369612351059914,0.4848286807537079,0.966183574879227,0.9513888888888888,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,12,0.5133520290255547,0.47276053577661514,0.9710144927536231,0.9555555555555555,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,13,0.546319842338562,0.46090176701545715,0.9806763285024155,0.9658119658119658,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,14,0.5135026276111603,0.45124368369579315,0.9903381642512078,0.9797979797979798,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,15,0.5555283278226852,0.44423670321702957,0.9903381642512078,0.9797979797979798,0.90625,0.8888888888888888,0.9130434782608695,0.8421052631578948,8.0,21.0,2.0,1.0
3,16,0.45838114619255066,0.4379649832844734,0.9903381642512078,0.9797979797979798,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
3,17,0.5239279121160507,0.4323135241866112,0.9903381642512078,0.9797979797979798,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
3,18,0.494224414229393,0.42587198317050934,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
3,19,0.41366829723119736,0.4189583584666252,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
3,20,0.47207222133874893,0.4098190367221832,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
4,1,0.7168541103601456,0.7733588516712189,0.45410628019323673,0.2932650314054489,0.28125,0.7777777777777778,0.08695652173913043,0.3783783783783784,7.0,2.0,21.0,2.0
4,2,0.7126498520374298,0.751276820898056,0.5555555555555556,0.3962429221201151,0.34375,0.7777777777777778,0.17391304347826086,0.39999999999999997,7.0,4.0,19.0,2.0
4,3,0.6839762628078461,0.7292099148035049,0.6521739130434782,0.6100679513722992,0.40625,1.0,0.17391304347826086,0.4864864864864865,9.0,4.0,19.0,0.0
4,4,0.714431419968605,0.7053757458925247,0.7294685990338164,0.6755588271377745,0.46875,1.0,0.2608695652173913,0.5142857142857142,9.0,6.0,17.0,0.0
4,5,0.6589710861444473,0.6825008243322372,0.7826086956521738,0.7168880837359097,0.46875,1.0,0.2608695652173913,0.5142857142857142,9.0,6.0,17.0,0.0
4,6,0.6603002548217773,0.6603962182998657,0.855072463768116,0.7854801144274829,0.5625,1.0,0.391304347826087,0.5625,9.0,9.0,14.0,0.0
4,7,0.6634152382612228,0.6394403278827667,0.8985507246376812,0.8298059964726632,0.625,1.0,0.4782608695652174,0.6,9.0,11.0,12.0,0.0
4,8,0.5760437101125717,0.6251260340213776,0.932367149758454,0.8788919413919414,0.6875,1.0,0.5652173913043478,0.6428571428571429,9.0,13.0,10.0,0.0
4,9,0.5984605252742767,0.6077624708414078,0.9516908212560387,0.9002525252525253,0.75,1.0,0.6521739130434783,0.6923076923076924,9.0,15.0,8.0,0.0
4,10,0.5235710069537163,0.5914913564920425,0.9613526570048309,0.9121572871572872,0.78125,1.0,0.6956521739130435,0.72,9.0,16.0,7.0,0.0
4,11,0.5716421455144882,0.5762748420238495,0.9710144927536232,0.9361111111111111,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
4,12,0.5374383330345154,0.5588513910770416,0.9758454106280194,0.9436868686868687,0.875,1.0,0.8260869565217391,0.8181818181818181,9.0,19.0,4.0,0.0
4,13,0.5455355644226074,0.5446851402521133,0.9806763285024155,0.9575757575757576,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
4,14,0.5184675604104996,0.5308503210544586,0.9806763285024155,0.9575757575757576,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
4,15,0.5207743868231773,0.5135299190878868,0.9806763285024155,0.9575757575757576,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
4,16,0.48585622012615204,0.4967223033308983,0.9855072463768116,0.967452300785634,0.90625,1.0,0.8695652173913043,0.8571428571428571,9.0,20.0,3.0,0.0
4,17,0.5444293022155762,0.48193637281656265,0.9903381642512078,0.9797979797979798,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
4,18,0.4687158539891243,0.46631214022636414,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
4,19,0.5062178745865822,0.45146552473306656,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
4,20,0.5065274834632874,0.4404634162783623,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
4,21,0.4204786419868469,0.43080824613571167,1.0,1.0,0.9375,1.0,0.9130434782608695,0.9,9.0,21.0,2.0,0.0
